,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,cluster
37393,0.0814,0.347,186416.0,0.816,0.0,9.0,0.0652,-8.365,1.0,0.334,165.522,4.0,0.376,7
37394,0.694,0.595,183794.0,0.202,0.0,1.0,0.37,-23.883,1.0,0.943,84.064,3.0,0.317,11
37395,0.0412,0.592,206938.0,0.543,0.0,11.0,0.144,-8.13,0.0,0.0464,116.001,4.0,0.263,2
37396,0.779,0.615,183826.0,0.271,0.0,6.0,0.102,-23.763,1.0,0.94,84.396,5.0,0.737,11
37397,0.79,0.369,224250.0,0.278,0.0,1.0,0.115,-13.077,1.0,0.0345,132.362,4.0,0.189,6
37398,0.782,0.595,196274.0,0.26,0.0,5.0,0.263,-24.422,0.0,0.945,164.469,1.0,0.476,11
37399,0.0842,0.727,240609.0,0.568,0.0,5.0,0.108,-8.819,0.0,0.0507,130.052,4.0,0.546,8
37400,0.799,0.685,184170.0,0.258,0.0,1.0,0.261,-25.021,1.0,0.879,110.154,3.0,0.676,11
37401,0.805,0.696,183429.0,0.237,0.0,1.0,0.16,-24.789,1.0,0.946,82.425,5.0,0.561,11
37402,0.717,0.672,191722.0,0.292,0.0,5.0,0.266,-21.002,0.0,0.947,87.608,3.0,0.428,11
37403,0.378,0.696,186078.0,0.195,0.0,6.0,0.162,-16.924,1.0,0.963,79.556,3.0,0.465,11
37404,0.00278,0.582,189520.0,0.955,0.575,0.0,0.111,-7.049,1.0,0.0532,150.023,4.0,0.311,1
37405,0.00278,0.582,189520.0,0.955,0.575,0.0,0.111,-7.049,1.0,0.0532,150.023,4.0,0.311,1
37406,0.121,0.638,195787.0,0.648,4.72e-06,10.0,0.111,-10.304,0.0,0.0596,150.023,4.0,0.675,2
37407,0.121,0.638,195787.0,0.648,4.72e-06,10.0,0.111,-10.304,0.0,0.0596,150.023,4.0,0.675,2
37408,0.805,0.696,183429.0,0.237,0.0,1.0,0.16,-24.789,1.0,0.946,82.425,5.0,0.561,11
37409,0.259,0.702,239047.0,0.769,0.0,2.0,0.55,-6.791,1.0,0.103,97.965,4.0,0.829,10
37410,0.947,0.676,4001882.0,0.407,0.0,10.0,0.637,-11.965,1.0,0.387,107.6,4.0,0.32,9
37411,0.122,0.336,292000.0,0.392,0.785,0.0,0.0923,-6.915,1.0,0.0318,65.662,3.0,0.0358,0
37412,0.658,0.632,921800.0,0.199,0.0,2.0,0.351,-16.444,1.0,0.953,80.424,4.0,0.819,11
37413,0.0216,0.859,215109.0,0.884,0.0,1.0,0.293,-3.194,1.0,0.307,154.985,4.0,0.801,1
37414,0.211,0.834,596571.0,0.919,0.0,2.0,0.0788,-4.474,1.0,0.337,139.96,4.0,0.699,11
37415,0.193,0.79,123218.0,0.602,0.0435,6.0,0.234,-8.748,0.0,0.105,145.982,4.0,0.471,2
37416,0.0286,0.871,270000.0,0.393,0.0,11.0,0.0703,-9.093,0.0,0.217,150.03,4.0,0.447,2
37417,0.0107,0.937,109472.0,0.582,0.0,1.0,0.114,-7.786,1.0,0.325,128.116,4.0,0.134,11
37418,0.0185,0.836,740000.0,0.889,0.0,6.0,0.0627,-4.533,1.0,0.234,95.995,4.0,0.663,4
37419,0.0132,0.887,110059.0,0.76,0.0,11.0,0.464,-5.464,0.0,0.51,78.049,4.0,0.57,11
37420,0.147,0.631,304469.0,0.979,9.44e-06,1.0,0.749,-1.437,1.0,0.291,108.073,4.0,0.417,10
37421,0.0889,0.925,132923.0,0.397,5.12e-05,5.0,0.144,-11.265,1.0,0.169,130.008,4.0,0.429,1
37422,0.0262,0.557,153250.0,0.666,0.000116,8.0,0.127,-0.415,1.0,0.0665,86.567,5.0,0.628,4
37423,0.513,0.739,156750.0,0.555,0.000521,3.0,0.121,-10.235,0.0,0.456,160.131,4.0,0.295,11
37424,0.531,0.689,205600.0,0.675,3.17e-06,0.0,0.115,-4.281,1.0,0.32,180.077,4.0,0.604,11
37425,0.95,0.607,86002.0,0.23,0.0521,0.0,0.319,-12.62,1.0,0.0439,179.842,4.0,0.886,6
37426,0.0889,0.925,132923.0,0.397,5.12e-05,5.0,0.144,-11.265,1.0,0.169,130.008,4.0,0.429,1
37427,9.2e-05,0.394,242933.0,0.948,0.00964,3.0,0.111,-4.25,0.0,0.0859,144.012,4.0,0.218,7
37428,0.000897,0.494,345293.0,0.693,0.0384,5.0,0.32,-9.781,1.0,0.0345,94.154,4.0,0.481,4
37429,0.46,0.76,189304.0,0.658,3.36e-05,8.0,0.344,-8.957,1.0,0.148,157.924,4.0,0.764,4
37430,0.0577,0.647,194376.0,0.887,0.000132,0.0,0.0558,-5.287,1.0,0.0445,103.753,4.0,0.882,1
37431,0.208,0.222,231400.0,0.817,0.1,3.0,0.108,-4.207,1.0,0.0394,140.097,4.0,0.318,7
37432,0.474,0.839,222669.0,0.572,0.000305,3.0,0.088,-9.288,0.0,0.127,99.972,4.0,0.664,8
37433,0.0262,0.557,153250.0,0.666,0.000116,8.0,0.127,-0.415,1.0,0.0665,86.567,5.0,0.628,4
37434,0.213,0.383,229640.0,0.587,0.0879,3.0,0.0945,-10.963,1.0,0.0407,140.117,4.0,0.337,7
37435,0.00458,0.852,220705.0,0.456,0.00181,2.0,0.136,-8.047,0.0,0.238,87.012,4.0,0.338,8
37436,0.000897,0.494,345293.0,0.693,0.0384,5.0,0.32,-9.781,1.0,0.0345,94.154,4.0,0.481,4
37437,0.859,0.569,111970.0,0.292,0.953,2.0,0.087,-21.824,0.0,0.0369,101.993,4.0,0.037,5
37438,0.0808,0.421,141648.0,0.709,0.672,10.0,0.0745,-6.766,0.0,0.176,197.64,4.0,0.685,2
37439,0.000897,0.494,345293.0,0.693,0.0384,5.0,0.32,-9.781,1.0,0.0345,94.154,4.0,0.481,4
37440,0.00606,0.825,218227.0,0.711,0.695,1.0,0.126,-10.112,0.0,0.0478,109.982,4.0,0.113,3
37441,0.000897,0.494,345293.0,0.693,0.0384,5.0,0.32,-9.781,1.0,0.0345,94.154,4.0,0.481,4
37442,0.00271,0.613,240000.0,0.531,0.728,11.0,0.104,-11.603,0.0,0.0367,99.996,4.0,0.577,3
37443,0.763,0.536,285160.0,0.12,0.0,2.0,0.113,-15.8,1.0,0.0326,124.123,4.0,0.183,6
37444,0.46,0.756,353205.0,0.541,0.0,3.0,0.0852,-8.865,0.0,0.113,144.976,4.0,0.785,8
37445,0.000897,0.494,345293.0,0.693,0.0384,5.0,0.32,-9.781,1.0,0.0345,94.154,4.0,0.481,4
37446,0.428,0.52,166600.0,0.263,3.62e-05,7.0,0.106,-11.505,1.0,0.0266,62.658,4.0,0.203,6
37447,0.000897,0.494,345293.0,0.693,0.0384,5.0,0.32,-9.781,1.0,0.0345,94.154,4.0,0.481,4
37448,0.00121,0.827,296581.0,0.489,0.673,0.0,0.0731,-9.551,1.0,0.0833,123.006,4.0,0.682,3
37449,0.00121,0.827,296581.0,0.489,0.673,0.0,0.0731,-9.551,1.0,0.0833,123.006,4.0,0.682,3
37450,0.00121,0.827,296581.0,0.489,0.673,0.0,0.0731,-9.551,1.0,0.0833,123.006,4.0,0.682,3
37451,0.00121,0.827,296581.0,0.489,0.673,0.0,0.0731,-9.551,1.0,0.0833,123.006,4.0,0.682,3
37452,0.00121,0.827,296581.0,0.489,0.673,0.0,0.0731,-9.551,1.0,0.0833,123.006,4.0,0.682,3
37453,0.00121,0.827,296581.0,0.489,0.673,0.0,0.0731,-9.551,1.0,0.0833,123.006,4.0,0.682,3
37454,0.00121,0.827,296581.0,0.489,0.673,0.0,0.0731,-9.551,1.0,0.0833,123.006,4.0,0.682,3
37455,0.00121,0.827,296581.0,0.489,0.673,0.0,0.0731,-9.551,1.0,0.0833,123.006,4.0,0.682,3
37456,0.00121,0.827,296581.0,0.489,0.673,0.0,0.0731,-9.551,1.0,0.0833,123.006,4.0,0.682,3
37457,0.00121,0.827,296581.0,0.489,0.673,0.0,0.0731,-9.551,1.0,0.0833,123.006,4.0,0.682,3
37458,0.00121,0.827,296581.0,0.489,0.673,0.0,0.0731,-9.551,1.0,0.0833,123.006,4.0,0.682,3
37459,0.00121,0.827,296581.0,0.489,0.673,0.0,0.0731,-9.551,1.0,0.0833,123.006,4.0,0.682,3
37460,0.00121,0.827,296581.0,0.489,0.673,0.0,0.0731,-9.551,1.0,0.0833,123.006,4.0,0.682,3
37461,0.00121,0.827,296581.0,0.489,0.673,0.0,0.0731,-9.551,1.0,0.0833,123.006,4.0,0.682,3
37462,0.00121,0.827,296581.0,0.489,0.673,0.0,0.0731,-9.551,1.0,0.0833,123.006,4.0,0.682,3
37463,0.302,0.835,197000.0,0.501,0.0,0.0,0.174,-9.437,0.0,0.336,86.062,4.0,0.5,11
37464,0.00172,0.542,203347.0,0.905,0.0104,9.0,0.136,-5.653,1.0,0.054,153.398,4.0,0.374,7
37465,0.207,0.663,203363.0,0.539,0.0,11.0,0.0526,-6.266,1.0,0.276,183.776,4.0,0.817,4
37466,0.00552,0.276,230760.0,0.715,0.000417,0.0,0.201,-5.356,1.0,0.0432,137.028,4.0,0.173,7
37467,0.221,0.692,235227.0,0.652,0.0,10.0,0.103,-7.053,0.0,0.13,88.488,4.0,0.431,2
37468,0.414,0.748,244960.0,0.524,0.0,8.0,0.111,-5.599,1.0,0.0338,95.01,4.0,0.661,4
37469,0.112,0.893,160000.0,0.607,0.0,5.0,0.0808,-5.239,0.0,0.319,86.972,4.0,0.817,11
37470,0.0789,0.494,175547.0,0.637,2.77e-05,0.0,0.215,-6.004,1.0,0.0336,140.032,4.0,0.175,7
37471,0.288,0.486,243000.0,0.614,0.0,1.0,0.114,-7.829,1.0,0.256,87.529,4.0,0.735,1
37472,0.000861,0.436,183093.0,0.85,0.74,2.0,0.128,-4.86,1.0,0.0617,152.644,4.0,0.537,3
37473,0.0729,0.654,157770.0,0.813,0.0,11.0,0.126,-6.222,1.0,0.318,74.971,4.0,0.745,4
37474,0.00757,0.365,250533.0,0.606,0.052,1.0,0.103,-7.174,0.0,0.0415,114.995,4.0,0.191,8
37475,0.477,0.63,275080.0,0.663,3.03e-06,0.0,0.173,-7.026,1.0,0.0287,100.019,4.0,0.542,1
37476,0.222,0.598,134907.0,0.911,3.84e-06,11.0,0.216,-3.97,1.0,0.0515,146.469,4.0,0.953,4
37477,0.361,0.75,211304.0,0.599,0.00219,4.0,0.109,-8.894,0.0,0.273,92.026,4.0,0.752,11
37478,0.196,0.437,201733.0,0.748,0.000328,4.0,0.158,-6.593,1.0,0.0689,149.834,4.0,0.383,7
37479,0.324,0.848,186000.0,0.403,0.0,1.0,0.0987,-6.872,0.0,0.227,85.032,4.0,0.552,8
37480,0.106,0.448,186813.0,0.784,0.000108,9.0,0.668,-3.686,1.0,0.0627,136.245,4.0,0.236,10
37481,0.14,0.769,204240.0,0.608,1.85e-06,1.0,0.181,-7.548,1.0,0.241,97.165,4.0,0.93,1
37482,0.00319,0.436,230227.0,0.871,0.000473,9.0,0.114,-4.446,1.0,0.0384,138.743,4.0,0.71,4
37483,0.102,0.58,202448.0,0.841,0.0,4.0,0.393,-4.512,0.0,0.125,145.89,4.0,0.849,8
37484,0.0256,0.416,216400.0,0.721,6.11e-05,4.0,0.141,-6.222,1.0,0.0366,103.96,4.0,0.354,1
37485,0.0735,0.855,236707.0,0.69,0.0,11.0,0.152,-5.221,0.0,0.218,79.038,4.0,0.945,2
37486,0.0263,0.488,210133.0,0.624,0.00223,9.0,0.122,-8.357,1.0,0.0329,116.723,4.0,0.308,4
37487,0.046,0.747,226720.0,0.666,0.0,10.0,0.0565,-6.639,0.0,0.299,167.946,4.0,0.537,2
37488,0.128,0.626,101790.0,0.423,0.0,1.0,0.18,-6.035,1.0,0.0513,95.162,4.0,0.571,1
37489,0.578,0.715,185513.0,0.872,0.000319,11.0,0.106,-5.554,0.0,0.311,93.151,4.0,0.71,2
37490,0.0154,0.497,204227.0,0.802,0.000219,9.0,0.0775,-5.807,1.0,0.0404,112.287,4.0,0.402,4
37491,0.0734,0.841,154000.0,0.669,8.2e-05,0.0,0.0811,-4.69,0.0,0.346,85.049,4.0,0.764,11
37492,0.0649,0.584,204444.0,0.805,0.0,5.0,0.103,-4.029,0.0,0.0465,134.882,4.0,0.238,8
37493,0.377,0.894,164387.0,0.584,0.0,4.0,0.136,-5.825,0.0,0.0598,131.992,4.0,0.841,8
37494,0.0285,0.307,201800.0,0.791,0.000804,7.0,0.395,-5.408,1.0,0.119,193.356,4.0,0.141,7
37495,0.048,0.747,269216.0,0.688,0.186,7.0,0.0819,-7.538,1.0,0.0498,146.288,4.0,0.952,4
37496,0.0678,0.307,195121.0,0.884,0.00103,9.0,0.0849,-3.825,1.0,0.0813,159.579,4.0,0.314,7
37497,0.128,0.792,173693.0,0.409,0.0,9.0,0.104,-9.857,0.0,0.406,80.027,4.0,0.553,11
37498,0.0792,0.528,179427.0,0.797,0.0,9.0,0.327,-5.387,1.0,0.044,160.848,4.0,0.877,4
37499,0.499,0.68,106000.0,0.809,0.0,6.0,0.158,-6.652,1.0,0.311,99.647,4.0,0.674,11
37500,0.305,0.469,176333.0,0.538,0.00012,8.0,0.37,-13.559,1.0,0.0571,196.605,4.0,0.886,7
37501,0.498,0.831,150725.0,0.622,7.74e-06,5.0,0.111,-7.525,0.0,0.269,97.016,4.0,0.683,11
37502,0.00863,0.394,250961.0,0.833,0.811,0.0,0.109,-5.18,1.0,0.042,145.082,4.0,0.362,3
37503,0.000781,0.56,318386.0,0.895,0.00327,6.0,0.206,-6.97,0.0,0.0612,117.009,4.0,0.3,8
37504,0.0021,0.46,260520.0,0.883,0.914,9.0,0.564,-5.376,0.0,0.148,76.966,4.0,0.28,10
37505,0.714,0.535,138082.0,0.81,1.79e-06,2.0,0.121,-6.91,1.0,0.247,92.431,4.0,0.4,1
37506,0.0634,0.476,241227.0,0.619,0.00075,0.0,0.258,-7.221,1.0,0.0398,117.113,4.0,0.154,1
37507,0.0406,0.622,239893.0,0.606,0.0196,0.0,0.107,-8.16,1.0,0.0305,126.057,3.0,0.679,1
37508,0.0274,0.487,227147.0,0.835,0.00754,2.0,0.211,-6.44,1.0,0.0588,133.907,4.0,0.311,7
37509,0.359,0.71,208722.0,0.762,1.05e-05,1.0,0.0697,-5.165,0.0,0.1,75.016,4.0,0.817,8
37510,0.268,0.382,430347.0,0.688,0.0928,9.0,0.184,-12.569,1.0,0.0419,121.352,4.0,0.207,7
37511,0.624,0.579,248747.0,0.571,0.000115,7.0,0.139,-10.419,0.0,0.0706,85.001,4.0,0.48,8
37512,0.613,0.262,187667.0,0.356,0.0,0.0,0.175,-8.031,0.0,0.0303,174.176,3.0,0.426,0
37513,0.858,0.561,196133.0,0.257,0.00185,7.0,0.0949,-17.417,1.0,0.0343,88.276,4.0,0.579,6
37514,0.00105,0.735,403293.0,0.72,0.15,1.0,0.382,-7.04,1.0,0.336,124.174,4.0,0.364,11
37515,0.24,0.801,133110.0,0.541,0.00383,2.0,0.0922,-8.703,1.0,0.0412,109.987,4.0,0.558,1
37516,0.834,0.376,174908.0,0.499,0.0,5.0,0.0912,-7.765,0.0,0.393,178.539,4.0,0.574,11
37517,0.000254,0.446,236887.0,0.91,9.76e-05,7.0,0.077,-4.481,0.0,0.0652,133.053,4.0,0.325,2
37518,0.267,0.57,216373.0,0.575,0.0,9.0,0.0823,-7.032,1.0,0.0318,135.903,4.0,0.421,4
37519,0.233,0.562,187853.0,0.632,1.83e-05,9.0,0.0747,-5.552,1.0,0.0371,98.09,4.0,0.143,4
37520,0.366,0.469,216600.0,0.451,4.09e-06,0.0,0.5,-9.327,1.0,0.0529,122.338,3.0,0.417,0
37521,0.261,0.71,297847.0,0.728,0.000962,8.0,0.12,-6.319,1.0,0.0476,115.519,4.0,0.291,4
37522,0.622,0.364,200788.0,0.508,0.505,4.0,0.145,-10.656,1.0,0.0525,132.374,4.0,0.385,6
37523,0.354,0.663,440093.0,0.566,0.859,2.0,0.106,-9.834,1.0,0.0321,116.003,4.0,0.233,3
37524,0.431,0.694,237200.0,0.354,0.011,11.0,0.137,-9.96,1.0,0.0311,105.012,4.0,0.225,6
37525,0.162,0.642,255733.0,0.702,0.0,1.0,0.289,-4.342,1.0,0.0551,121.971,4.0,0.693,1
37526,0.026,0.479,215493.0,0.725,0.000129,2.0,0.209,-4.671,1.0,0.0335,101.938,4.0,0.43,1
37527,0.703,0.562,293339.0,0.376,0.0149,1.0,0.0907,-10.467,0.0,0.0399,120.039,4.0,0.525,8
37528,0.891,0.111,264747.0,0.575,0.787,10.0,0.115,-9.274,1.0,0.032,80.581,4.0,0.115,5
37529,0.354,0.663,440093.0,0.566,0.859,2.0,0.106,-9.834,1.0,0.0321,116.003,4.0,0.233,3
37530,0.0367,0.587,84375.0,0.303,0.827,11.0,0.085,-9.955,0.0,0.114,174.056,4.0,0.657,3
37531,0.0778,0.532,249293.0,0.887,0.000214,0.0,0.294,-3.757,1.0,0.0335,122.511,4.0,0.795,1
37532,0.0339,0.557,185733.0,0.54,0.00248,9.0,0.179,-10.484,1.0,0.0347,129.171,4.0,0.394,4
37533,0.103,0.575,232467.0,0.555,1.3e-06,4.0,0.111,-7.495,1.0,0.0453,95.361,4.0,0.504,1
37534,0.00114,0.541,198600.0,0.616,1.09e-06,0.0,0.151,-6.53,1.0,0.028,144.218,4.0,0.203,1
37535,0.00728,0.801,156522.0,0.786,0.887,2.0,0.146,-8.728,1.0,0.0438,114.984,4.0,0.477,3
37536,0.506,0.586,217027.0,0.404,0.165,9.0,0.0821,-11.94,0.0,0.0494,133.901,4.0,0.369,2
37537,0.3,0.749,156032.0,0.588,0.0,11.0,0.0957,-6.149,1.0,0.0734,86.987,4.0,0.425,4
37538,0.121,0.76,232774.0,0.407,1.2e-06,8.0,0.422,-9.438,0.0,0.102,86.046,4.0,0.584,2
37539,0.0341,0.544,274933.0,0.63,0.579,0.0,0.0961,-7.523,1.0,0.0335,120.066,4.0,0.202,3
37540,0.0272,0.577,168613.0,0.939,0.0,1.0,0.24,-1.352,0.0,0.108,105.092,4.0,0.714,8
37541,0.238,0.569,176440.0,0.481,0.0,2.0,0.0914,-8.304,1.0,0.0344,130.934,4.0,0.872,1
37542,0.223,0.683,272083.0,0.418,3.15e-05,10.0,0.141,-9.199,1.0,0.0579,144.036,4.0,0.371,4
37543,0.739,0.597,60926.0,0.656,0.0,3.0,0.182,-3.971,1.0,0.127,159.783,4.0,0.564,1
37544,0.858,0.561,196133.0,0.257,0.00185,7.0,0.0949,-17.417,1.0,0.0343,88.276,4.0,0.579,6
37545,0.354,0.663,440093.0,0.566,0.859,2.0,0.106,-9.834,1.0,0.0321,116.003,4.0,0.233,3
37546,0.876,0.416,210960.0,0.376,0.201,9.0,0.127,-13.628,1.0,0.0504,139.643,4.0,0.187,6
37547,0.431,0.694,237200.0,0.354,0.011,11.0,0.137,-9.96,1.0,0.0311,105.012,4.0,0.225,6
37548,0.838,0.767,210907.0,0.313,0.0,7.0,0.105,-12.059,1.0,0.0798,82.582,4.0,0.765,6
37549,0.876,0.416,210960.0,0.376,0.201,9.0,0.127,-13.628,1.0,0.0504,139.643,4.0,0.187,6
37550,0.00414,0.425,243160.0,0.954,0.0,1.0,0.0555,-3.756,0.0,0.0476,178.043,4.0,0.933,8
37551,0.233,0.562,187853.0,0.632,1.83e-05,9.0,0.0747,-5.552,1.0,0.0371,98.09,4.0,0.143,4
37552,0.264,0.848,95147.0,0.718,0.00531,0.0,0.11,-9.072,1.0,0.166,98.05,4.0,0.582,1
37553,0.354,0.663,440093.0,0.566,0.859,2.0,0.106,-9.834,1.0,0.0321,116.003,4.0,0.233,3
37554,0.354,0.663,440093.0,0.566,0.859,2.0,0.106,-9.834,1.0,0.0321,116.003,4.0,0.233,3
37555,0.3,0.749,156032.0,0.588,0.0,11.0,0.0957,-6.149,1.0,0.0734,86.987,4.0,0.425,4
37556,0.261,0.71,297847.0,0.728,0.000962,8.0,0.12,-6.319,1.0,0.0476,115.519,4.0,0.291,4
37557,0.0339,0.557,185733.0,0.54,0.00248,9.0,0.179,-10.484,1.0,0.0347,129.171,4.0,0.394,4
37558,0.264,0.848,95147.0,0.718,0.00531,0.0,0.11,-9.072,1.0,0.166,98.05,4.0,0.582,1
37559,0.00646,0.595,194233.0,0.877,0.0879,9.0,0.398,-7.414,0.0,0.0442,125.015,4.0,0.081,2
37560,0.569,0.681,232547.0,0.306,0.0,7.0,0.0915,-13.235,1.0,0.153,75.953,4.0,0.374,6
37561,0.569,0.681,232547.0,0.306,0.0,7.0,0.0915,-13.235,1.0,0.153,75.953,4.0,0.374,6
37562,0.569,0.681,232547.0,0.306,0.0,7.0,0.0915,-13.235,1.0,0.153,75.953,4.0,0.374,6
37563,0.193,0.337,186938.0,0.756,0.862,10.0,0.137,-5.499,1.0,0.0817,180.25,3.0,0.133,7
37564,0.598,0.789,255726.0,0.251,0.321,9.0,0.107,-9.812,1.0,0.0465,84.733,4.0,0.178,6
37565,0.982,0.536,174228.0,0.165,0.555,0.0,0.379,-14.402,1.0,0.0316,80.021,4.0,0.069,5
37566,0.938,0.612,225882.0,0.406,0.35,0.0,0.0771,-12.622,0.0,0.274,169.899,4.0,0.039,6
37567,0.938,0.612,225882.0,0.406,0.35,0.0,0.0771,-12.622,0.0,0.274,169.899,4.0,0.039,6
37568,0.817,0.624,220690.0,0.343,0.341,8.0,0.109,-10.871,1.0,0.0389,87.028,4.0,0.0925,6
37569,0.783,0.426,216296.0,0.393,0.668,8.0,0.152,-9.991,0.0,0.0608,76.816,4.0,0.106,5
37570,0.743,0.339,313960.0,0.541,0.000125,9.0,0.0629,-4.105,0.0,0.0298,78.265,4.0,0.0951,6
37571,0.741,0.532,240000.0,0.475,0.348,0.0,0.279,-11.139,1.0,0.0948,146.714,1.0,0.25,0
37572,0.929,0.13,156748.0,0.077,0.986,5.0,0.58,-22.369,1.0,0.0543,71.097,4.0,0.0288,5
37573,0.972,0.21,189176.0,0.0643,0.49,4.0,0.417,-20.016,1.0,0.0336,79.719,1.0,0.0622,0
37574,0.937,0.533,120588.0,0.116,0.972,3.0,0.0954,-22.607,0.0,0.0341,135.928,4.0,0.0605,5
37575,0.91,0.313,288470.0,0.399,0.734,2.0,0.0821,-12.044,1.0,0.0304,171.843,4.0,0.249,6
37576,0.982,0.536,174228.0,0.165,0.555,0.0,0.379,-14.402,1.0,0.0316,80.021,4.0,0.069,5
37577,0.972,0.21,189176.0,0.0643,0.49,4.0,0.417,-20.016,1.0,0.0336,79.719,1.0,0.0622,0
37578,0.783,0.426,216296.0,0.393,0.668,8.0,0.152,-9.991,0.0,0.0608,76.816,4.0,0.106,5
37579,0.00318,0.789,143047.0,0.563,0.0,1.0,0.0857,-8.42,1.0,0.282,154.919,4.0,0.393,11
37580,0.00591,0.692,148000.0,0.754,6.45e-06,2.0,0.139,-5.574,0.0,0.0489,119.982,4.0,0.357,8
37581,0.000337,0.576,284867.0,0.758,0.023,7.0,0.0742,-9.377,0.0,0.0274,118.184,4.0,0.817,2
37582,0.000102,0.405,222093.0,0.94,2.79e-05,1.0,0.719,-3.103,0.0,0.0844,143.126,4.0,0.24,10
37583,0.000102,0.405,222093.0,0.94,2.79e-05,1.0,0.719,-3.103,0.0,0.0844,143.126,4.0,0.24,10
37584,4.92e-05,0.287,323994.0,0.805,0.221,1.0,0.377,-11.254,0.0,0.036,125.0,4.0,0.542,8
37585,4.92e-05,0.287,323994.0,0.805,0.221,1.0,0.377,-11.254,0.0,0.036,125.0,4.0,0.542,8
37586,4.92e-05,0.287,323994.0,0.805,0.221,1.0,0.377,-11.254,0.0,0.036,125.0,4.0,0.542,8
37587,4.92e-05,0.287,323994.0,0.805,0.221,1.0,0.377,-11.254,0.0,0.036,125.0,4.0,0.542,8
37588,4.92e-05,0.287,323994.0,0.805,0.221,1.0,0.377,-11.254,0.0,0.036,125.0,4.0,0.542,8
37589,4.92e-05,0.287,323994.0,0.805,0.221,1.0,0.377,-11.254,0.0,0.036,125.0,4.0,0.542,8
37590,4.92e-05,0.287,323994.0,0.805,0.221,1.0,0.377,-11.254,0.0,0.036,125.0,4.0,0.542,8
37591,4.92e-05,0.287,323994.0,0.805,0.221,1.0,0.377,-11.254,0.0,0.036,125.0,4.0,0.542,8
37592,4.92e-05,0.287,323994.0,0.805,0.221,1.0,0.377,-11.254,0.0,0.036,125.0,4.0,0.542,8
37593,4.92e-05,0.287,323994.0,0.805,0.221,1.0,0.377,-11.254,0.0,0.036,125.0,4.0,0.542,8
37594,4.92e-05,0.287,323994.0,0.805,0.221,1.0,0.377,-11.254,0.0,0.036,125.0,4.0,0.542,8
37595,4.92e-05,0.287,323994.0,0.805,0.221,1.0,0.377,-11.254,0.0,0.036,125.0,4.0,0.542,8
37596,4.92e-05,0.287,323994.0,0.805,0.221,1.0,0.377,-11.254,0.0,0.036,125.0,4.0,0.542,8
37597,4.92e-05,0.287,323994.0,0.805,0.221,1.0,0.377,-11.254,0.0,0.036,125.0,4.0,0.542,8
37598,4.92e-05,0.287,323994.0,0.805,0.221,1.0,0.377,-11.254,0.0,0.036,125.0,4.0,0.542,8
37599,4.92e-05,0.287,323994.0,0.805,0.221,1.0,0.377,-11.254,0.0,0.036,125.0,4.0,0.542,8
37600,4.92e-05,0.287,323994.0,0.805,0.221,1.0,0.377,-11.254,0.0,0.036,125.0,4.0,0.542,8
37601,4.92e-05,0.287,323994.0,0.805,0.221,1.0,0.377,-11.254,0.0,0.036,125.0,4.0,0.542,8
37602,4.92e-05,0.287,323994.0,0.805,0.221,1.0,0.377,-11.254,0.0,0.036,125.0,4.0,0.542,8
37603,4.92e-05,0.287,323994.0,0.805,0.221,1.0,0.377,-11.254,0.0,0.036,125.0,4.0,0.542,8
37604,4.92e-05,0.287,323994.0,0.805,0.221,1.0,0.377,-11.254,0.0,0.036,125.0,4.0,0.542,8
37605,4.92e-05,0.287,323994.0,0.805,0.221,1.0,0.377,-11.254,0.0,0.036,125.0,4.0,0.542,8
37606,4.92e-05,0.287,323994.0,0.805,0.221,1.0,0.377,-11.254,0.0,0.036,125.0,4.0,0.542,8
37607,4.92e-05,0.287,323994.0,0.805,0.221,1.0,0.377,-11.254,0.0,0.036,125.0,4.0,0.542,8
37608,4.92e-05,0.287,323994.0,0.805,0.221,1.0,0.377,-11.254,0.0,0.036,125.0,4.0,0.542,8
37609,4.92e-05,0.287,323994.0,0.805,0.221,1.0,0.377,-11.254,0.0,0.036,125.0,4.0,0.542,8
37610,4.92e-05,0.287,323994.0,0.805,0.221,1.0,0.377,-11.254,0.0,0.036,125.0,4.0,0.542,8
37611,4.92e-05,0.287,323994.0,0.805,0.221,1.0,0.377,-11.254,0.0,0.036,125.0,4.0,0.542,8
37612,4.92e-05,0.287,323994.0,0.805,0.221,1.0,0.377,-11.254,0.0,0.036,125.0,4.0,0.542,8
37613,0.409,0.904,230222.0,0.548,0.0,9.0,0.102,-7.553,0.0,0.291,135.121,4.0,0.615,2
37614,0.011,0.636,304966.0,0.799,0.0,8.0,0.128,-2.663,0.0,0.0878,148.055,4.0,0.19,2
37615,0.011,0.636,304966.0,0.799,0.0,8.0,0.128,-2.663,0.0,0.0878,148.055,4.0,0.19,2
37616,0.302,0.721,178333.0,0.831,2.71e-06,0.0,0.113,-5.362,0.0,0.341,143.987,4.0,0.814,11
37617,0.0557,0.536,196800.0,0.729,0.0,2.0,0.09,-5.502,1.0,0.051,149.724,4.0,0.238,7
37618,0.287,0.472,285320.0,0.591,0.0,1.0,0.103,-7.059,1.0,0.151,103.984,4.0,0.256,1
37619,0.352,0.552,162373.0,0.608,0.0,1.0,0.0533,-9.786,0.0,0.0345,112.367,4.0,0.637,8
